item_id,status,created_at,sku,price,qty_ordered,grand_total,increment_id,category_name_1,sales_commission_code,discount_amount,payment_method,Working Date,BI Status, MV ,Year,Month,Customer Since,M-Y,FY,Customer ID
211172,canceled,07/01/2016,cr_PEANUT SALTY-200 GM,90.0,1,940.0,100147469,Soghaat,\N,0.0,cod,07/01/2016,Gross,90,2016,7,2016-7,Jul-16,FY17,22.0
211173,canceled,07/01/2016,Oriflame_21557,850.0,1,940.0,100147469,Beauty & Grooming,\N,0.0,cod,07/01/2016,Gross,850,2016,7,2016-7,Jul-16,FY17,22.0
211174,complete,07/01/2016,JBS_TAT-128,3672.0,1,3672.0,100147470,Home & Living,\N,0.0,cod,07/01/2016,Net,"3,672",2016,7,2016-7,Jul-16,FY17,23.0
211175,complete,07/01/2016,cr_PEANUT SALTY-200 GM,90.0,1,740.0,100147471,Soghaat,\N,19.15,cod,07/01/2016,Net,90,2016,7,2016-7,Jul-16,FY17,22.0
211176,complete,07/01/2016,Oriflame_21557,850.0,1,740.0,100147471,Beauty & Grooming,\N,180.85,cod,07/01/2016,Net,850,2016,7,2016-7,Jul-16,FY17,22.0
211177,order_refunded,07/01/2016,Ajmery_BRR-590-M,899.0,1,899.0,100147472,Men's Fashion,\N,0.0,cod,07/01/2016,Valid,899,2016,7,2016-7,Jul-16,FY17,24.0
211179,canceled,07/01/2016,HOS_GUCFW75,7400.0,1,11000.0,100147473,Beauty & Grooming,\N,0.0,mygateway,07/01/2016,Gross,"7,400",2016,7,2016-7,Jul-16,FY17,25.0
211180,canceled,07/01/2016,Lexon_LL116B-Blue,3600.0,1,11000.0,100147473,Mobiles & Tablets,\N,0.0,mygateway,07/01/2016,Gross,"3,600",2016,7,2016-7,Jul-16,FY17,25.0
211182,complete,07/01/2016,kcc_Fantasy Perfumed Talcum Powder-200gm,143.0,1,168.0,100147474,Beauty & Grooming,\N,77.72,cod,07/01/2016,Net,143,2016,7,2016-7,Jul-16,FY17,22.0
211184,complete,07/01/2016,2Zee_SC6,225.0,1,168.0,100147474,Beauty & Grooming,\N,122.28,cod,07/01/2016,Net,225,2016,7,2016-7,Jul-16,FY17,22.0
211185,complete,07/01/2016,Q MOBILE Noir X20,4500.0,1,4500.0,100147475,Mobiles & Tablets,\N,0.0,cod,07/01/2016,Net,"4,500",2016,7,2016-7,Jul-16,FY17,26.0
211186,canceled,07/01/2016,rehaab_RJ160047,3156.0,1,6152.0,100147476,Women's Fashion,\N,0.0,cod,07/01/2016,Gross,"3,156",2016,7,2016-7,Jul-16,FY17,27.0
211187,canceled,07/01/2016,Farah_3-B,2996.0,1,6152.0,100147476,Women's Fashion,\N,0.0,cod,07/01/2016,Gross,"2,996",2016,7,2016-7,Jul-16,FY17,27.0
211188,canceled,07/01/2016,RS_Sohan Halwa Tin,300.0,2,2210.0,100147477,Soghaat,\N,0.0,cod,07/01/2016,Gross,600,2016,7,2016-7,Jul-16,FY17,28.0
211189,canceled,07/01/2016,UK_Soan Papdi Original 250 Gms,150.0,2,2210.0,100147477,Soghaat,\N,0.0,cod,07/01/2016,Gross,300,2016,7,2016-7,Jul-16,FY17,28.0
211190,canceled,07/01/2016,UK_Gift Box Soghaat 500 Gms,465.0,2,2210.0,100147477,Soghaat,\N,0.0,cod,07/01/2016,Gross,930,2016,7,2016-7,Jul-16,FY17,28.0
211191,canceled,07/01/2016,RS_Double Delight,380.0,1,2210.0,100147477,Soghaat,\N,0.0,cod,07/01/2016,Gross,380,2016,7,2016-7,Jul-16,FY17,28.0
211192,canceled,07/01/2016,Al Muhafiz Sohan Halwa Almond,350.0,1,350.0,100147478,Soghaat,\N,0.0,cod,07/01/2016,Gross,350,2016,7,2016-7,Jul-16,FY17,29.0
211193,complete,07/01/2016,UK_Gift Box Baklawa 500 Gms,425.0,1,425.0,100147479,Soghaat,\N,0.0,cod,07/01/2016,Net,425,2016,7,2016-7,Jul-16,FY17,30.0
211194,complete,07/01/2016,sputnik_2146/6-8,850.0,1,850.0,100147480,Women's Fashion,\N,0.0,cod,07/01/2016,Net,850,2016,7,2016-7,Jul-16,FY17,31.0
211196,complete,07/01/2016,kkc_Kingtox 450ml Classic Green All Insect Killer Spray,251.0,1,251.0,100147481,Home & Living,C-PEW-104656,0.0,cod,07/01/2016,Net,251,2016,7,2016-7,Jul-16,FY17,32.0
211197,order_refunded,07/01/2016,kcc_krone deal,360.0,1,360.0,100147482,Beauty & Grooming,C-Rwp-101853,0.0,cod,07/01/2016,Valid,360,2016,7,2016-7,Jul-16,FY17,33.0
211198,complete,07/01/2016,Al Muhafiz Sohan Halwa Walnut,510.0,1,835.0,100147483,Soghaat,\N,0.0,cod,07/01/2016,Net,510,2016,7,2016-7,Jul-16,FY17,34.0
211199,complete,07/01/2016,RS_Honey Dry Fruit Halwa,325.0,1,835.0,100147483,Soghaat,\N,0.0,cod,07/01/2016,Net,325,2016,7,2016-7,Jul-16,FY17,34.0
211200,complete,07/01/2016,itter_AB 1214,300.0,1,300.0,100147484,Beauty & Grooming,C-ISB-47491,0.0,cod,07/01/2016,Net,300,2016,7,2016-7,Jul-16,FY17,35.0
211202,order_refunded,07/01/2016,Eco Star_40U557,30417.0,1,30417.0,100147486,Entertainment,c-uet-44938,0.0,cod,07/01/2016,Valid,"30,417",2016,7,2016-7,Jul-16,FY17,36.0
211201,order_refunded,07/01/2016,kcc_krone deal,360.0,1,360.0,100147485,Beauty & Grooming,C-RWP-103867,0.0,cod,07/01/2016,Valid,360,2016,7,2016-7,Jul-16,FY17,33.0
211203,complete,07/01/2016,Al Muhafiz Sohan Halwa Almond,350.0,2,700.0,100147487,Soghaat,\N,0.0,cod,07/01/2016,Net,700,2016,7,2016-7,Jul-16,FY17,37.0
211204,complete,07/01/2016,Orient_OR-6057 GX LGFD LV,45250.0,1,45250.0,100147488,Appliances,R-KHS-104405,0.0,cod,07/01/2016,Net,"45,250",2016,7,2016-7,Jul-16,FY17,38.0
211205,canceled,07/01/2016,HOS_JPGCW100,8100.0,3,24588.0,100147489,Beauty & Grooming,104835,0.0,cod,07/01/2016,Gross,"24,300",2016,7,2016-7,Jul-16,FY17,39.0
211206,canceled,07/01/2016,kkc_Jasmine King Air Freshener,144.0,2,24588.0,100147489,Home & Living,104835,0.0,cod,07/01/2016,Gross,288,2016,7,2016-7,Jul-16,FY17,39.0
211207,complete,07/01/2016,asimjofaeanew_5A,5597.0,1,5597.0,100147490,Women's Fashion,R-KHS-104405,0.0,cod,07/01/2016,Net,"5,597",2016,7,2016-7,Jul-16,FY17,40.0
211208,order_refunded,07/01/2016,ajmery_F9-981,999.0,1,999.0,100147491,Men's Fashion,C-ISB-105964,0.0,cod,07/01/2016,Valid,999,2016,7,2016-7,Jul-16,FY17,35.0
211209,refund,07/01/2016,hijabh_JILBAB-C (1)-52x,4950.0,1,4950.0,100147492,Women's Fashion,R-KHS-104405,0.0,cod,07/01/2016,Valid,"4,950",2016,7,2016-7,Jul-16,FY17,40.0
211211,order_refunded,07/01/2016,noritake_NTM163M,805.0,1,805.0,100147493,Home & Living,865116,0.0,cod,07/01/2016,Valid,805,2016,7,2016-7,Jul-16,FY17,41.0
211212,complete,07/01/2016,kcc_krone deal,360.0,1,360.0,100147494,Beauty & Grooming,C-ISB-40310,0.0,cod,07/01/2016,Net,360,2016,7,2016-7,Jul-16,FY17,35.0
211213,order_refunded,07/01/2016,RS_Habshi Halwa Tin,280.0,1,280.0,100147495,Soghaat,C-ISB-102148,0.0,cod,07/01/2016,Valid,280,2016,7,2016-7,Jul-16,FY17,35.0
211214,canceled,07/01/2016,sentiments_WRK1612,1.0,1,1.0,100147496,\N,C-RWP-102627,0.0,cod,07/01/2016,Gross,1,2016,7,2016-7,Jul-16,FY17,33.0
211215,order_refunded,07/01/2016,bata_comfit-8613714-43-9,999.0,1,999.0,100147497,Men's Fashion,R-PEW-41424,0.0,cod,07/01/2016,Valid,999,2016,7,2016-7,Jul-16,FY17,42.0
211217,complete,07/01/2016,kcc_krone deal,360.0,1,360.0,100147498,Beauty & Grooming,C-MUX-33202,0.0,cod,07/01/2016,Net,360,2016,7,2016-7,Jul-16,FY17,43.0
211218,order_refunded,07/01/2016,Al Muhafiz Sohan Halwa Almond,350.0,1,350.0,100147499,Soghaat,C-KHS-44926,0.0,cod,07/01/2016,Valid,350,2016,7,2016-7,Jul-16,FY17,44.0
211219,order_refunded,07/01/2016,Al Muhafiz Sohan Halwa Almond,350.0,1,350.0,100147500,Soghaat,C-KHS-44926,0.0,cod,07/01/2016,Valid,350,2016,7,2016-7,Jul-16,FY17,44.0
211220,complete,07/01/2016,UK_Namkino Mix Nimco 8 Pcs Gift Pack,760.0,1,1195.0,100147501,Soghaat,R-KHW-104406,0.0,cod,07/01/2016,Net,760,2016,7,2016-7,Jul-16,FY17,13.0
211221,complete,07/01/2016,RS_Gulab jaman Tin,435.0,1,1195.0,100147501,Soghaat,R-KHW-104406,0.0,cod,07/01/2016,Net,435,2016,7,2016-7,Jul-16,FY17,13.0
211222,canceled,07/01/2016,sentiments_WRK1612,1.0,5,5.0,100147502,\N,C-RWP-66032,0.0,cod,07/01/2016,Gross,5,2016,7,2016-7,Jul-16,FY17,33.0
211223,canceled,07/01/2016,sentiments_WRK1612,1.0,2,2.0,100147503,\N,C-RWP-31924,0.0,cod,07/01/2016,Gross,2,2016,7,2016-7,Jul-16,FY17,33.0
211225,canceled,07/01/2016,sentiments_WRK1612,1.0,1,1.0,100147505,\N,C-RWP-102627,0.0,cod,07/01/2016,Gross,1,2016,7,2016-7,Jul-16,FY17,33.0
211224,received,07/01/2016,kcc_krone deal,360.0,1,360.0,100147504,Beauty & Grooming,C-MUX-106279,0.0,cod,07/01/2016,Valid,360,2016,7,2016-7,Jul-16,FY17,43.0
211226,received,07/01/2016,kcc_glamour deal,320.0,1,320.0,100147506,Beauty & Grooming,C-MUX-106279,0.0,cod,07/01/2016,Valid,320,2016,7,2016-7,Jul-16,FY17,43.0
211227,complete,07/01/2016,RS_Gulab jaman Tin,435.0,1,1195.0,100147507,Soghaat,R-KHW-104406,0.0,cod,07/01/2016,Net,435,2016,7,2016-7,Jul-16,FY17,13.0
211228,complete,07/01/2016,UK_Namkino Mix Nimco 8 Pcs Gift Pack,760.0,1,1195.0,100147507,Soghaat,R-KHW-104406,0.0,cod,07/01/2016,Net,760,2016,7,2016-7,Jul-16,FY17,13.0
211229,received,07/01/2016,kcc_Buy 2 Frey Air Freshener & Get 1 Kasual Body Spray Free,240.0,1,240.0,100147508,Beauty & Grooming,C-MUX-106279,0.0,cod,07/01/2016,Valid,240,2016,7,2016-7,Jul-16,FY17,43.0
211230,received,07/01/2016,kcc_krone deal,360.0,1,360.0,100147509,Beauty & Grooming,C-MUX-106279,0.0,cod,07/01/2016,Valid,360,2016,7,2016-7,Jul-16,FY17,43.0
211231,order_refunded,07/01/2016,Inoxy_Inoxy Hair Miracle Elixir,1875.0,1,1875.0,100147510,Beauty & Grooming,\N,0.0,cod,07/01/2016,Valid,"1,875",2016,7,2016-7,Jul-16,FY17,45.0
211232,complete,07/01/2016,UK_Namkino Mix Nimco 8 Pcs Gift Pack,760.0,1,1195.0,100147511,Soghaat,R-KHW-104406,0.0,cod,07/01/2016,Net,760,2016,7,2016-7,Jul-16,FY17,13.0
211233,complete,07/01/2016,RS_Chum Chum Tin,435.0,1,1195.0,100147511,Soghaat,R-KHW-104406,0.0,cod,07/01/2016,Net,435,2016,7,2016-7,Jul-16,FY17,13.0
211234,received,07/01/2016,kcc_krone deal,360.0,1,360.0,100147512,Beauty & Grooming,C-MUX-43032,0.0,cod,07/01/2016,Valid,360,2016,7,2016-7,Jul-16,FY17,43.0
211235,received,07/01/2016,kcc_krone deal,360.0,1,360.0,100147513,Beauty & Grooming,C-MUX-43032,0.0,cod,07/01/2016,Valid,360,2016,7,2016-7,Jul-16,FY17,43.0
211236,complete,07/01/2016,RS_Chum Chum Tin,435.0,1,1195.0,100147514,Soghaat,R-KHW-104406,0.0,cod,07/01/2016,Net,435,2016,7,2016-7,Jul-16,FY17,13.0
211237,complete,07/01/2016,UK_Namkino Mix Nimco 8 Pcs Gift Pack,760.0,1,1195.0,100147514,Soghaat,R-KHW-104406,0.0,cod,07/01/2016,Net,760,2016,7,2016-7,Jul-16,FY17,13.0
211238,received,07/01/2016,kcc_glamour deal,320.0,1,320.0,100147515,Beauty & Grooming,C-MUX-106279,0.0,cod,07/01/2016,Valid,320,2016,7,2016-7,Jul-16,FY17,43.0
211239,complete,07/01/2016,Dany_AUK-650 ,4200.0,1,4200.0,100147516,Mobiles & Tablets,R-LHW-105666,0.0,cod,07/01/2016,Net,"4,200",2016,7,2016-7,Jul-16,FY17,46.0
211240,complete,07/01/2016,UK_Namkino Mix Nimco 8 Pcs Gift Pack,760.0,1,1195.0,100147517,Soghaat,R-KHW-104406,0.0,cod,07/01/2016,Net,760,2016,7,2016-7,Jul-16,FY17,13.0
211241,complete,07/01/2016,RS_Chum Chum Tin,435.0,1,1195.0,100147517,Soghaat,R-KHW-104406,0.0,cod,07/01/2016,Net,435,2016,7,2016-7,Jul-16,FY17,13.0
211242,complete,07/01/2016,urban_ PT004-L,550.0,1,550.0,100147518,\N,C-PEW-105784,0.0,cod,07/01/2016,Net,550,2016,7,2016-7,Jul-16,FY17,47.0
211244,complete,07/01/2016,jackpot_JP-7999,1230.0,1,1230.0,100147519,Appliances,\N,0.0,cod,07/01/2016,Net,"1,230",2016,7,2016-7,Jul-16,FY17,48.0
211245,complete,07/01/2016,RS_Chum Chum Tin,435.0,1,1195.0,100147520,Soghaat,R-KHW-104406,0.0,cod,07/01/2016,Net,435,2016,7,2016-7,Jul-16,FY17,13.0
211246,complete,07/01/2016,UK_Namkino Mix Nimco 8 Pcs Gift Pack,760.0,1,1195.0,100147520,Soghaat,R-KHW-104406,0.0,cod,07/01/2016,Net,760,2016,7,2016-7,Jul-16,FY17,13.0
211247,complete,07/01/2016,UK_Namkino Mix Nimco 8 Pcs Gift Pack,760.0,1,1195.0,100147521,Soghaat,R-KHW-104406,0.0,cod,07/01/2016,Net,760,2016,7,2016-7,Jul-16,FY17,13.0
211248,complete,07/01/2016,RS_Chum Chum Tin,435.0,1,1195.0,100147521,Soghaat,R-KHW-104406,0.0,cod,07/01/2016,Net,435,2016,7,2016-7,Jul-16,FY17,13.0
211249,received,07/01/2016,kcc_glamour deal,320.0,1,320.0,100147522,Beauty & Grooming,C-MUX-48271,0.0,cod,07/01/2016,Valid,320,2016,7,2016-7,Jul-16,FY17,43.0
211250,received,07/01/2016,kcc_glamour deal,320.0,1,320.0,100147523,Beauty & Grooming,C-MUX-48271,0.0,cod,07/01/2016,Valid,320,2016,7,2016-7,Jul-16,FY17,43.0
211251,canceled,07/01/2016,Al Muhafiz Sohan Halwa Walnut,510.0,1,880.0,100147524,Soghaat,\N,0.0,ublcreditcard,07/01/2016,Gross,510,2016,7,2016-7,Jul-16,FY17,49.0
211252,canceled,07/01/2016,UK_Gift Box Pistachio Delight 500 Gms,370.0,1,880.0,100147524,Soghaat,\N,0.0,ublcreditcard,07/01/2016,Gross,370,2016,7,2016-7,Jul-16,FY17,49.0
211253,canceled,07/01/2016,test_tcsconnect,2.0,1,2.0,100147525,\N,\N,0.0,cod,07/01/2016,Gross,2,2016,7,2016-7,Jul-16,FY17,50.0
211254,received,07/01/2016,kcc_glamour deal,320.0,1,320.0,100147526,Beauty & Grooming,C-MUX-48271,0.0,cod,07/01/2016,Valid,320,2016,7,2016-7,Jul-16,FY17,43.0
211255,received,07/01/2016,kcc_krone deal,360.0,4,1440.0,100147527,Beauty & Grooming,C-MUX-48271,0.0,cod,07/01/2016,Valid,"1,440",2016,7,2016-7,Jul-16,FY17,43.0
211256,complete,07/01/2016,kcc_krone deal,360.0,1,360.0,100147528,Beauty & Grooming,C-MUX-48271,0.0,cod,07/01/2016,Net,360,2016,7,2016-7,Jul-16,FY17,43.0
211257,complete,07/01/2016,kcc_glamour deal,320.0,1,320.0,100147529,Beauty & Grooming,C-MUX-48271,0.0,cod,07/01/2016,Net,320,2016,7,2016-7,Jul-16,FY17,43.0
211258,order_refunded,07/01/2016,kcc_Buy 2 Frey Air Freshener & Get 1 Kasual Body Spray Free,240.0,1,240.0,100147530,Beauty & Grooming,C-MUX-48271,0.0,cod,07/01/2016,Valid,240,2016,7,2016-7,Jul-16,FY17,43.0
211259,canceled,07/01/2016,Al Muhafiz Sohan Halwa Almond,350.0,1,350.0,100147531,Soghaat,\N,0.0,cod,07/01/2016,Gross,350,2016,7,2016-7,Jul-16,FY17,51.0
211260,canceled,07/01/2016,sst_Lyquin-Regular fit-Large,1950.0,1,2745.0,100147532,Men's Fashion,\N,0.0,ublcreditcard,07/01/2016,Gross,"1,950",2016,7,2016-7,Jul-16,FY17,52.0
211262,canceled,07/01/2016,Fcafe_11777-L,795.0,1,2745.0,100147532,Men's Fashion,\N,0.0,ublcreditcard,07/01/2016,Gross,795,2016,7,2016-7,Jul-16,FY17,52.0
211264,complete,07/01/2016,LC_359547105042,4750.0,1,12150.0,100147533,Beauty & Grooming,R-KHW-104406,0.0,cod,07/01/2016,Net,"4,750",2016,7,2016-7,Jul-16,FY17,13.0
211265,complete,07/01/2016,LC_3349668508587,7400.0,1,12150.0,100147533,Beauty & Grooming,R-KHW-104406,0.0,cod,07/01/2016,Net,"7,400",2016,7,2016-7,Jul-16,FY17,13.0
211266,complete,07/01/2016,kcc_glamour deal,320.0,1,320.0,100147534,Beauty & Grooming,C-MUX-48271,0.0,cod,07/01/2016,Net,320,2016,7,2016-7,Jul-16,FY17,43.0
211267,complete,07/01/2016,kcc_Buy 2 Frey Air Freshener & Get 1 Kasual Body Spray Free,240.0,1,240.0,100147535,Beauty & Grooming,C-MUX-48271,0.0,cod,07/01/2016,Net,240,2016,7,2016-7,Jul-16,FY17,43.0
211268,order_refunded,07/01/2016,RS_pheni Desi Ghee 1 kg ,520.0,1,520.0,100147536,Soghaat,C-KHS-31122,0.0,cashatdoorstep,07/01/2016,Valid,520,2016,7,2016-7,Jul-16,FY17,44.0
211269,order_refunded,07/01/2016,RS_pheni Desi Ghee 1 kg ,520.0,1,520.0,100147537,Soghaat,C-KHS-31122,0.0,cashatdoorstep,07/01/2016,Valid,520,2016,7,2016-7,Jul-16,FY17,44.0
211270,complete,07/01/2016,kcc_glamour deal,320.0,1,320.0,100147538,Beauty & Grooming,C-MUX-48271,0.0,cod,07/01/2016,Net,320,2016,7,2016-7,Jul-16,FY17,43.0
211271,complete,07/01/2016,kcc_krone deal,360.0,1,360.0,100147539,Beauty & Grooming,C-MUX-48271,0.0,cod,07/01/2016,Net,360,2016,7,2016-7,Jul-16,FY17,43.0
211272,complete,07/01/2016,kcc_krone deal,360.0,1,360.0,100147540,Beauty & Grooming,C-MUX-48271,0.0,cod,07/01/2016,Net,360,2016,7,2016-7,Jul-16,FY17,43.0
211273,complete,07/01/2016,kcc_glamour deal,320.0,1,320.0,100147541,Beauty & Grooming,C-MUX-48271,0.0,cod,07/01/2016,Net,320,2016,7,2016-7,Jul-16,FY17,43.0
211274,complete,07/01/2016,kcc_Buy 2 Frey Air Freshener & Get 1 Kasual Body Spray Free,240.0,1,240.0,100147542,Beauty & Grooming,C-MUX-48271,0.0,cod,07/01/2016,Net,240,2016,7,2016-7,Jul-16,FY17,43.0
211275,complete,07/01/2016,kcc_glamour deal,320.0,1,320.0,100147543,Beauty & Grooming,C-MUX-48271,0.0,cod,07/01/2016,Net,320,2016,7,2016-7,Jul-16,FY17,43.0
211276,complete,07/01/2016,Al Muhafiz Sohan Halwa Walnut,510.0,1,880.0,100147544,Soghaat,\N,0.0,ublcreditcard,07/01/2016,Net,510,2016,7,2016-7,Jul-16,FY17,49.0
211277,complete,07/01/2016,UK_Gift Box Pistachio Delight 500 Gms,370.0,1,880.0,100147544,Soghaat,\N,0.0,ublcreditcard,07/01/2016,Net,370,2016,7,2016-7,Jul-16,FY17,49.0
211278,complete,07/01/2016,kcc_krone deal,360.0,1,360.0,100147545,Beauty & Grooming,C-MUX-48271,0.0,cod,07/01/2016,Net,360,2016,7,2016-7,Jul-16,FY17,43.0
211279,complete,07/01/2016,UK_Gulab Jamun Tin Pack 500 Gms,260.0,1,600.0,100147546,Soghaat,R-KHS-103986,0.0,cashatdoorstep,07/01/2016,Net,260,2016,7,2016-7,Jul-16,FY17,53.0
211280,complete,07/01/2016,UK_Chum Chum Tin Pack  500 Gms,260.0,1,600.0,100147546,Soghaat,R-KHS-103986,0.0,cashatdoorstep,07/01/2016,Net,260,2016,7,2016-7,Jul-16,FY17,53.0
